driver_id,window_start,window_end,window_total_fare
88,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,358.74999999999994
10,2025-10-31T17:58:00.000Z,2025-10-31T18:03:00.000Z,136.89
55,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,145.64000000000001
10,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,153.81
39,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,140.7
66,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,316.90999999999997
66,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,316.90999999999997
39,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,140.7
74,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,148.01000000000002
88,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,358.74999999999994
69,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,112.11
66,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,203.22
10,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,153.81
66,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,316.90999999999997
74,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,148.01000000000002
88,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,160.1
74,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,148.01000000000002
55,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,145.64000000000001
55,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,145.64000000000001
2,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,84.66
39,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,140.7
69,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,112.11
10,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,153.81
88,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,358.74999999999994
69,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,112.11
2,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,214.09
74,2025-10-31T17:58:00.000Z,2025-10-31T18:03:00.000Z,19.8
2,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,214.09
88,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,358.74999999999994
74,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,148.01000000000002
55,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,47.52
2,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,214.09
10,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,136.89
2,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,214.09
69,2025-10-31T17:54:00.000Z,2025-10-31T17:59:00.000Z,112.11
69,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,112.11
39,2025-10-31T17:57:00.000Z,2025-10-31T18:02:00.000Z,140.7
66,2025-10-31T17:56:00.000Z,2025-10-31T18:01:00.000Z,316.90999999999997
39,2025-10-31T17:53:00.000Z,2025-10-31T17:58:00.000Z,140.7
55,2025-10-31T17:55:00.000Z,2025-10-31T18:00:00.000Z,145.64000000000001
